show_id|titre|description|langue|popularite|note|type|directeurs|acteurs|pays|date_ajout|annee_sortie|classement|duree|categories
s83|2036 Origin Unknown|Working with an artificial intelligence to investigate the failure of a deadly Mars landing, a mission controller makes an astonishing discovery.|en|8.319|4.7|Movie|Hasraf Dulull|Katee Sackhoff, Ray Fearon, Julie Cox, Steven Cree, David Tse, Joe David Walters|United Kingdom|December 20, 2018|2018|TV-14|95 min|Sci-Fi & Fantasy
s84|20th Century Women|In 1979, single bohemian mom Dorothea, hoping to help her teen son find his place as a man, asks two young women to share their lives with him.|en|16.008|7.4|Movie|Mike Mills|Annette Bening, Elle Fanning, Greta Gerwig, Lucas Jade Zumann, Billy Crudup|United States|June 28, 2019|2016|R|119 min|Dramas, Independent Movies
s85|21 & Over|Jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview.|en|9.654|5.8|Movie|Jon Lucas, Scott Moore|Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz, François Chau, Russell Hodgkinson, Daniel Booko, Russell Mercado, Josie Loren, Dustin Ybarra|United States|April 16, 2019|2013|R|93 min|Comedies
s87|21 Sarfarosh: Saragarhi 1897|In one of history's greatest last stands, a battalion of 21 Sikh soldiers fights to defend their outpost from attack by over 10,000 Afghans.|hi|1.704|7.5|TV Show||Luke Kenny, Mohit Raina, Mukul Dev|India|December 1, 2018|2018|TV-14|1 Season|International TV Shows, TV Dramas
s88|21 Thunder|Players and coaches for a Montreal soccer team chase dreams of stardom while their personal lives erupt with love, fear, passion and violence.|en|1.736|6.3|TV Show||Stephanie Bennett, Emmanuel Kabongo, RJ Fetherstonhaugh, Andres Joseph, Kevin Claydon, Conrad Pla, Clark Backo, Ryan Pierce, Eileen Li, Susan Bain, Cristina Rosato, Jonathan Kim, Colm Feore|Canada|March 1, 2018|2017|TV-MA|1 Season|Crime TV Shows, International TV Shows, TV Dramas
s89|2307: Winter's Dream|In the frozen tundra of a futuristic Arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion.|en|2.166|4.4|Movie|Joey Curtis|Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson, Anne-Solenne Hatte, Brad Potts, Timothy Lee DePriest, Fernando Argosino, Duchess Dukes, Harwood Gordon, Stormi Henley|United States|March 1, 2018|2016|TV-MA|101 min|Action & Adventure, Independent Movies, Sci-Fi & Fantasy
s90|24 Hours to Live|Revived by an experimental procedure, a hit man gets to live an extra 24 hours – which he uses to avenge his dead wife and child and redeem himself.|en|28.59|5.8|Movie|Brian Smrz|Ethan Hawke, Xu Qing, Paul Anderson, Rutger Hauer, Tyrone Keogh, Nathalie Boltt, Liam Cunningham|South Africa, China, United States|April 7, 2018|2017|R|93 min|Action & Adventure
s91|25 Kille|Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over.|pa|0.629|6.0|Movie|Simranjit Singh Hundal|Guggu Gill, Yograj Singh, Sonia Mann, Jimmy Sharma, Sapna Bassi, Lakha Lakhwinder Singh, Sandeep Kaur Sandy, Sardar Sohi|India|October 1, 2018|2016|TV-14|140 min|Action & Adventure, Dramas, International Movies
s92|26 Years|Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator.|en|0.6|7.5|Movie|Geun-hyun Cho|Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Seok-Hwan An, Bok-gi Min|South Korea|October 1, 2017|2012|TV-MA|135 min|Dramas, International Movies, Thrillers
s93|27, el club de los malditos|After a musician dies under suspicious circumstances, a hard-drinking detective and a music fan investigate why rock stars often die at the age of 27.|es|9.022|4.1|Movie|Nicanor Loreti|Diego Capusotto, Sofía Gala, Daniel Aráoz, Willy Toledo, El Polaco, Paula Manzone, Yayo Guridi, Guillermo Toledo|Argentina|May 1, 2018|2018|TV-MA|82 min|Action & Adventure, Comedies, International Movies
s95|28 Days|After her drunken antics result in property damage, an alcoholic journalist enters rehab – and soon meets a fellow resident who changes her outlook.|en|11.154|6.0|Movie|Betty Thomas|Sandra Bullock, Viggo Mortensen, Dominic West, Diane Ladd, Elizabeth Perkins, Steve Buscemi, Alan Tudyk, Mike O'Malley, Azura Skye, Reni Santoni, Marianne Jean-Baptiste|United States|September 30, 2020|2000|PG-13|104 min|Comedies, Dramas
s96|28 Moons|When her fiancé acts strangely upon receiving a mysterious invitation, a florist sets out to find out the truth behind the tiny scrap of paper.|ko|0.962|10.0|TV Show||Jin-sung Yang, Kyu-jong Kim, Tae-hwan Kang, Geummi|South Korea|June 10, 2017|2016|TV-PG|1 Season|International TV Shows, Korean TV Shows, Romantic TV Shows
s97|3 Days to Kill|A terminally ill secret agent accepts a risky mission in exchange for an experimental drug that might save him – if he can survive its side effects.|en|12.93|6.1|Movie|McG|Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Tómas Lemarquis, Richard Sammel, Marc Andréoni, Bruno Ricci, Jonas Bloquet, Eriq Ebouaney|United States, France, Serbia|December 1, 2020|2014|PG-13|117 min|Action & Adventure
s98|3 Deewarein|A reporter interviews three convicts on death row for a documentary but as their stories emerge, so do her own true motivations for soliciting them.|hi|1.96|7.3|Movie|Nagesh Kukunoor|Naseeruddin Shah, Jackie Shroff, Juhi Chawla, Nagesh Kukunoor, Gulshan Grover, Aditya Lakhia, Shri Vallabh Vyas||December 31, 2019|2003|TV-MA|121 min|Dramas, International Movies, Thrillers
s99|3 Generations|When teenage Ray begins transitioning from female to male, his single mom and grandmother must cope with the change while tracking down his father.|en|7.865|6.4|Movie|Gaby Dellal|Elle Fanning, Naomi Watts, Susan Sarandon, Tate Donovan, Linda Emond, Jordan Carlos, Sam Trammell, Maria Dizzia, Tessa Albertson|United States|August 28, 2017|2015|PG-13|92 min|Dramas, LGBTQ Movies
s100|3 Heroines|Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.|id|0.702|6.3|Movie|Iman Brotoseno|Reza Rahadian, Bunga Citra Lestari, Tara Basro, Chelsea Islan|Indonesia|January 5, 2019|2016|TV-PG|124 min|Dramas, International Movies, Sports Movies
s101|3 Idiots|While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.|hi|17.731|8.0|Movie|Rajkumar Hirani|Aamir Khan, Kareena Kapoor, Madhavan, Sharman Joshi, Omi Vaidya, Boman Irani, Mona Singh, Javed Jaffrey|India|August 1, 2019|2009|PG-13|164 min|Comedies, Dramas, International Movies
s102|3 Seconds Divorce|A Muslim women's activist group in India protests against oral divorces, starting a movement to reclaim their religious and constitutional rights.|en|0.704|7.0|Movie|Shazia Javed||Canada|June 15, 2019|2018|TV-PG|53 min|Documentaries, Faith & Spirituality
s103|3 Türken & ein Baby|The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.|de|4.376|5.9|Movie|Sinan Akkuş|Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina Klüber, Sami Nasser, Kayla Rybicka, Jytte-Merle Böhrnsen, Emrah Erdogru, Tim Grothe, Hülya Duyar|Germany|December 15, 2016|2015|TV-MA|93 min|Comedies, International Movies
s104|30 Days of Luxury|With the help of his friends, a man breaks out of prison in hopes of restoring a lively nightclub.|en|0.6|6.0|Movie|Hani Hamdi|Taher Farouz, Sad Al-Saghir, Ahmad Faloks, Soleiman Eid, Mahmood El-Laithi, Hesham Ismail, Shaima Saif, Nermin Maher, Sofinar|Egypt|April 18, 2019|2016|TV-14|91 min|Comedies, International Movies
s105|30 Minutes or Less|Two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit.|en|15.661|5.7|Movie|Ruben Fleischer|Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson, Dilshad Vadsaria, Michael Peña, Bianca Kajlich, Fred Ward|United States|January 1, 2021|2011|R|83 min|Action & Adventure, Comedies
s106|300 Miles to Heaven|Hoping to help their dissident parents, two brothers sneak out of Poland and land as refugees in Denmark, where they are prevented from returning home.|pl|1.188|6.8|Movie|Maciej Dejczer|Krzysztof Stroiński, Andrzej Mellin, Adrianna Biedrzyńska, Adrianna Biedrzyńska, Rafał Zimowski, Kama Kowalewska, Wiesław Komasa, Aleksander Bednarz, Jadwiga Jankowska-Cieslak, Wojciech Klata|Denmark, France, Poland|October 1, 2019|1989|TV-14|93 min|Dramas, International Movies
s107|365 Days|A fiery executive in a spiritless relationship falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.|pl|30.537|7.1|Movie|Barbara Białowąs, Tomasz Mandes|Anna-Maria Sieklucka, Michele Morrone, Bronisław Wrocławski, Otar Saralidze, Magdalena Lamparska, Natasza Urbańska, Grażyna Szapołowska, Tomasz Stockinger, Gianni Parisi, Mateusz Łasowski|Poland|June 7, 2020|2020|TV-MA|114 min|Dramas, International Movies, Romantic Movies
s108|37 Seconds|Trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation.|ja|4.426|7.4|Movie|Hikari|Mei Kayama, Misuzu Kanno, Shunsuke Daitoh, Makiko Watanabe, Yoshihiko Kumashino, Minori Hagiwara, Shohei Uno, Yuka Itaya, Kiyohiko Shibukawa, Eita Okuno, Haruka Imou, Toshinori Omi|Japan|January 31, 2020|2020|TV-MA|116 min|Dramas, International Movies
s109|3Below: Tales of Arcadia|After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.|en|31.162|7.9|TV Show||Tatiana Maslany, Diego Luna, Nick Offerman, Nick Frost, Glenn Close, Alon Aboutboul, Hayley Atwell, Darin De Paul, Andy Garcia, Cheryl Hines, Tom Kenny, Chris Obi, Cole Sand, Frank Welker, Steven Yeun|United States|July 12, 2019|2019|TV-Y7|2 Seasons|Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy
s111|42 Grams|After launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery.|en|0.6|8.2|Movie|Jack C. Newell|Jake Bickelhaupt|United States|February 1, 2018|2017|TV-MA|81 min|Documentaries
s112|44 Cats|Paw-esome tales abound when singing furry friends Lampo, Milady, Pilou and Meatball band together.|it|3.62|8.4|TV Show||Sarah Natochenny, Suzy Myers, Simona Berman, Erica Schroeder, Marca Leigh, Scottie Ray, Henry F. Benjamin|Italy|October 1, 2020|2018|TV-Y7|2 Seasons|Kids' TV
s113|45 rpm|In 1960s Madrid, music producer Guillermo Rojas launches a rock 'n' roll label with the help of aspiring singer Robert and clever producer Maribel.|es|4.324|7.4|TV Show||Carlos Cuevas, Guiomar Puerta, Iván Marcos, Israel Elejalde, Eudald Font, Luis Larrodera, Carmen Gutiérrez, Diana Gómez, Vito Sanz, Marina San José, Pere Ponce, Joan Pera|Spain|August 16, 2019|2019|TV-MA|1 Season|International TV Shows, Romantic TV Shows, Spanish-Language TV Shows
s114|48 Christmas Wishes|When a small town's letters to Santa accidentally go up in smoke, two elves venture out of the North Pole to retrieve every missing wish.|en|7.321|5.6|Movie|Marco Deufemia, Justin G. Dyck|Khiyla Aynne, Noah Dyer, Maya Franzoi, Clara Kushnir, Madeline Leon, Liam MacDonald, Matt Schichter, Ethan Yang, Adam Crew|Canada|December 20, 2017|2017|TV-G|84 min|Children & Family Movies, Comedies
s115|4L|Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter.|es|5.925|5.9|Movie|Gerardo Olivares|Jean Reno, Hovik Keuchkerian, Susana Abaitua, Juan Dos Santos, Arturo Valls, Enrique San Francisco, Francesc Garrido, Eric Nguyen|Spain|July 12, 2019|2019|TV-MA|105 min|Comedies, Dramas, Independent Movies
s116|4th Man Out|A young mechanic comes out to his extremely straight best friends. Once they get used to the idea, they're determined to help him find the right guy.|en|5.582|6.9|Movie|Andrew Nackman|Evan Todd, Parker Young, Chord Overstreet, Jon Gabrus, Kate Flannery, Brooke Dillman, Jennifer Damiano, Jordan Lane Price, Alex Rennie, Jake Epstein|United States|May 5, 2016|2015|NR|86 min|Comedies, LGBTQ Movies
s117|4th Republic|After the election-night murder of her campaign manager at a polling site, a gubernatorial candidate challenges the corrupt incumbent's victory.|en|0.6|8.0|Movie|Ishaya Bako|Kate Henshaw-Nuttal, Enyinna Nwigwe, Linda Ejiofor, Yakubu Mohammed, Bimbo Manuel, Sani Mu’azu, Emil Hirai-Garuba, Rekiya Ibrahim Atta|Nigeria|June 13, 2020|2019|TV-MA|120 min|Dramas, International Movies, Thrillers
s118|5 Cowok Jagoan|Yanto asks his friends to help save a girlfriend who was kidnapped by a mobster. Silly slapstick and campy crimefighting ensues.|id|0.6|4.0|Movie|Anggy Umbara|Ario Bayu, Arifin Putra, Dwi Sasono, Muhadkly Acho, Cornelio Sunny, Tika Bravani, Nirina Zubir, Ganindra Bimo, Verdi Solaiman||January 5, 2019|2017|TV-MA|106 min|Action & Adventure, Comedies, International Movies
s119|5 Flights Up|A couple finds unexpected drama when, after 40 years of living in the same Brooklyn walk-up, they attempt to sell their apartment and buy a new one.|en|5.625|6.0|Movie|Richard Loncraine|Josh Pais, Claire van der Boom, Morgan Freeman, Diane Keaton, Carrie Preston, Cynthia Nixon, Korey Jackson, Diane Ciesla, Michael Cristofer|United States|March 17, 2019|2014|PG-13|92 min|Comedies, Dramas, Independent Movies
s120|5 Star Christmas|When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy.|it|6.508|4.2|Movie|Marco Risi|Massimo Ghini, Ricky Memphis, Martina Stella, Ralph Palka, Biagio Izzo, Riccardo Rossi, Paola Minaccioni|Italy|December 7, 2018|2018|TV-14|96 min|Comedies, International Movies
s121|5 to 7|A young novelist's life is turned upside down when a chance encounter outside a New York hotel leads to an intense affair with a diplomat's wife.|en|9.44|7.1|Movie|Victor Levin|Anton Yelchin, Bérénice Marlohe, Olivia Thirlby, Lambert Wilson, Frank Langella, Glenn Close|United States|March 16, 2017|2014|R|97 min|Comedies, Dramas, Romantic Movies
s122|50 First Dates|After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day.|en|17.349|6.8|Movie|Peter Segal|Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph|United States|December 1, 2020|2004|PG-13|99 min|Comedies, Romantic Movies
s123|50/50|An otherwise healthy twentysomething has a comically early midlife crisis when he gets slapped with a cancer diagnosis and a 50-50 chance of survival.|en|14.645|7.1|Movie|Jonathan Levine|Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Marie Avgeropoulos, Jessica Parker Kennedy|United States|June 1, 2019|2011|R|100 min|Comedies, Dramas, Independent Movies
s124|5CM|Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship.|id|1.719|7.3|Movie|Rizal Mantovani|Herjunot Ali, Raline Shah, Fedi Nuril, Pevita Pearce, Saykoji, Denny Sumargo, Didi Petet, Firrina Sinatrya|Indonesia|September 28, 2018|2012|TV-14|126 min|Dramas, International Movies
s125|5Gang|To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster's daughter — until he gets kidnapped.|ro|3.954|8.5|Movie|Matei Dima|Andrei Selaru, Dorian Popa, Julia Marcan, Ana Radu, Cosmin Nedelcu, Diana Condurache, Andrei Gavril, Luca Bogdan|Romania|April 27, 2020|2019|TV-14|96 min|Comedies, International Movies
s126|6 Balloons|A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.|en|8.747|6.1|Movie|Marja Lewis Ryan|Abbi Jacobson, Dave Franco, Jane Kaczmarek, Tim Matheson, Charlotte Carel, Madeline Carel, Maya Erskine, Dawan Owens, Jen Tullock|United States|April 6, 2018|2018|TV-MA|75 min|Dramas, Independent Movies
s127|6 Days|When armed gunmen seize the Iranian Embassy in 1980, a tense six-day standoff ensues while elite British soldiers prepare for a dangerous raid.|en|17.869|6.0|Movie|Toa Fraser|Jamie Bell, Abbie Cornish, Mark Strong, Martin Shaw, Ben Turner, Aymen Hamdouchi, Tim Pigott-Smith, Robert Portal, Colin Garlick, Andrew Grainger, Martin Hancock, Emun Elliott|New Zealand, United Kingdom|February 8, 2018|2017|R|94 min|Action & Adventure, Dramas, International Movies
